Ticker,SICCD,DlyCalDt,DlyCap,DlyRet,DlyClose,sprtrn
AAPL,3571,2012-04-19,549292821.28,-0.034356,587.4400,-0.005934
AAPL,3571,2012-04-20,535771824.76,-0.024615,572.9800,0.001169
AAPL,3571,2012-04-23,534574945.40,-0.002234,571.7000,-0.008408
AAPL,3571,2012-04-24,523896537.36,-0.019976,560.2800,0.003680
AAPL,3571,2012-04-25,570387820.00,0.088741,610.0000,0.013645
AAPL,3571,2012-04-26,568237177.40,-0.003770,607.7000,0.006680
AAPL,3571,2012-04-27,563842386.00,-0.007734,603.0000,0.002414
AAPL,3571,2012-04-30,546057506.76,-0.031542,583.9800,-0.003884
AAPL,3571,2012-05-01,544327642.06,-0.003168,582.1300,0.005658
AAPL,3571,2012-05-02,547927630.76,0.006614,585.9800,-0.002497
AAPL,3571,2012-05-03,544037772.84,-0.007099,581.8200,-0.007659
AAPL,3571,2012-05-04,528543795.50,-0.028480,565.2500,-0.016147
AAPL,3571,2012-05-07,532499107.76,0.007483,569.4800,0.000351
AAPL,3571,2012-05-08,531283527.16,-0.002283,568.1800,-0.004279
AAPL,3571,2012-05-09,532218589.16,0.001760,569.1800,-0.006702
AAPL,3571,2012-05-10,533471572.24,0.002354,570.5200,0.002517
AAPL,3571,2012-05-11,529908986.02,-0.006678,566.7100,-0.003387
AAPL,3571,2012-05-14,521970309.64,-0.014981,558.2200,-0.011113
AAPL,3571,2012-05-15,517248246.54,-0.009047,553.1700,-0.005746
AAPL,3571,2012-05-16,510613981.65,-0.012826,546.0750,-0.004404
AAPL,3571,2012-05-17,495695067.44,-0.029218,530.1200,-0.015051
AAPL,3571,2012-05-18,495938183.56,0.000490,530.3800,-0.007388
AAPL,3571,2012-05-21,524831599.36,0.058260,561.2800,0.016036
AAPL,3571,2012-05-22,520801482.14,-0.007679,556.9700,0.000486
AAPL,3571,2012-05-23,533508974.72,0.024400,570.5600,0.001694
